99.83.147.72, Amplification: 1.875
96.235.35.5, Amplification: 4.5
95.79.30.171, Amplification: 8.75
96.31.91.72, Amplification: 4.5
95.67.59.140, Amplification: 1.875
96.127.154.165, Amplification: 1.875
96.57.81.211, Amplification: 4.625
95.79.50.159, Amplification: 4.5
95.77.96.104, Amplification: 1.875
96.27.162.22, Amplification: 6.75
95.9.37.245, Amplification: 6.625
96.47.34.245, Amplification: 4.5
96.68.153.61, Amplification: 14.875
96.68.207.177, Amplification: 14.375
96.35.157.186, Amplification: 1.875
95.86.164.205, Amplification: 6.125
95.68.224.84, Amplification: 8.75
95.77.96.73, Amplification: 1.875
95.79.114.246, Amplification: 11.5
95.84.162.246, Amplification: 4.5
96.11.186.42, Amplification: 1.875
96.44.132.18, Amplification: 1.875
96.5.131.84, Amplification: 1.875
95.85.86.194, Amplification: 4.5
95.79.105.161, Amplification: 7.25
96.10.126.38, Amplification: 4.5
95.78.160.243, Amplification: 6.75
95.77.96.79, Amplification: 1.875
95.73.60.213, Amplification: 4.5
95.66.165.93, Amplification: 4.5
95.60.135.1, Amplification: 14.875
96.10.247.60, Amplification: 4.5
95.65.9.171, Amplification: 5.625
95.9.181.102, Amplification: 1.875
95.66.142.11, Amplification: 1.875
96.10.242.116, Amplification: 4.5
96.10.55.75, Amplification: 12.875
95.67.21.231, Amplification: 8.875
96.10.218.162, Amplification: 4.5
95.77.99.62, Amplification: 1.875
96.127.147.35, Amplification: 1.875
96.127.147.34, Amplification: 1.875
95.84.186.148, Amplification: 6.75
95.9.250.227, Amplification: 1.875
96.65.91.65, Amplification: 1.875
96.68.152.180, Amplification: 9.625
96.66.225.148, Amplification: 1.875
96.126.127.69, Amplification: 4.5
95.66.132.131, Amplification: 8.75
95.68.245.145, Amplification: 18.0
95.66.153.30, Amplification: 8.75
96.30.126.36, Amplification: 1.875
95.9.130.102, Amplification: 1.875
95.9.190.34, Amplification: 6.625
96.3.13.27, Amplification: 1.875
95.64.212.6, Amplification: 6.125
95.64.209.66, Amplification: 6.78125
95.60.251.140, Amplification: 1.875
95.64.186.94, Amplification: 1.875
95.87.18.19, Amplification: 6.125
96.11.55.179, Amplification: 1.875
95.213.153.2, Amplification: 4.5
95.61.191.71, Amplification: 1.875
95.22.2.114, Amplification: 1.875
95.31.15.249, Amplification: 4.125
98.102.26.54, Amplification: 4.5
95.30.216.187, Amplification: 4.125
95.64.141.190, Amplification: 1.875
95.61.156.70, Amplification: 10.875
95.50.82.150, Amplification: 6.125
95.64.158.110, Amplification: 1.875
95.64.136.142, Amplification: 6.75
95.64.190.122, Amplification: 6.75
95.64.151.222, Amplification: 1.875
95.64.138.174, Amplification: 17.0
95.47.183.189, Amplification: 6.75
95.65.9.66, Amplification: 4.125
95.47.164.83, Amplification: 13.875
95.47.164.204, Amplification: 8.875
95.45.222.78, Amplification: 4.5
96.30.79.13, Amplification: 13.375
95.71.127.75, Amplification: 6.75
95.47.180.191, Amplification: 6.75
95.64.134.98, Amplification: 6.75
95.50.138.20, Amplification: 1.875
95.47.148.218, Amplification: 6.125
95.53.90.74, Amplification: 17.0
95.57.155.125, Amplification: 15.75
95.54.192.158, Amplification: 4.5
95.58.28.23, Amplification: 1.875
95.47.167.149, Amplification: 8.875
95.79.30.44, Amplification: 4.125
95.47.180.171, Amplification: 6.75
95.47.103.3, Amplification: 4.5
95.43.241.218, Amplification: 1.875
95.64.191.202, Amplification: 6.75
95.79.128.174, Amplification: 11.5
95.47.164.179, Amplification: 8.875
95.43.242.238, Amplification: 1.875
95.46.73.236, Amplification: 4.125
95.43.223.164, Amplification: 1.875
95.43.124.241, Amplification: 1.875
95.43.101.183, Amplification: 1.875
95.47.103.2, Amplification: 4.5
95.46.141.236, Amplification: 4.125
95.59.235.170, Amplification: 1.875
95.79.41.169, Amplification: 11.5
95.43.241.46, Amplification: 1.875
95.50.248.138, Amplification: 1.875
95.43.254.53, Amplification: 8.46875
95.42.22.30, Amplification: 1.875
95.42.215.82, Amplification: 1.875
95.42.219.237, Amplification: 1.875
95.43.211.168, Amplification: 1.875
95.42.48.76, Amplification: 1.875
95.31.8.45, Amplification: 11.5
95.43.125.251, Amplification: 1.875
95.31.15.112, Amplification: 4.5
95.31.137.247, Amplification: 4.125
95.31.130.43, Amplification: 4.125
95.66.148.208, Amplification: 8.75
95.31.219.189, Amplification: 6.75
95.31.244.107, Amplification: 6.75
95.31.8.238, Amplification: 6.75
95.42.221.245, Amplification: 1.875
95.43.228.188, Amplification: 6.125
95.31.32.102, Amplification: 4.125
95.31.107.229, Amplification: 8.75
95.46.201.206, Amplification: 14.375
95.31.233.13, Amplification: 6.75
95.215.19.53, Amplification: 1.875
95.31.52.10, Amplification: 6.75
95.216.22.157, Amplification: 1.875
95.64.180.2, Amplification: 4.5
95.215.77.15, Amplification: 1.875
95.64.137.238, Amplification: 6.75
95.27.222.199, Amplification: 4.125
95.211.211.17, Amplification: 9.625
95.183.55.91, Amplification: 1.875
95.64.204.142, Amplification: 4.5
95.216.72.9, Amplification: 1.875
95.30.250.76, Amplification: 6.75
95.47.140.179, Amplification: 16.0
95.216.141.159, Amplification: 1.875
95.211.209.41, Amplification: 1.875
95.211.209.150, Amplification: 9.625
95.213.146.181, Amplification: 12.25
95.28.77.76, Amplification: 1.875
95.64.146.206, Amplification: 4.125
95.213.208.250, Amplification: 4.5
95.216.12.41, Amplification: 1.875
95.31.50.78, Amplification: 4.5
95.211.211.16, Amplification: 9.625
95.31.104.44, Amplification: 18.0
95.47.251.29, Amplification: 4.125
95.211.160.51, Amplification: 16.0
95.213.208.251, Amplification: 4.5
95.64.168.82, Amplification: 16.0
95.174.99.34, Amplification: 11.5
95.30.250.9, Amplification: 6.75
95.214.62.26, Amplification: 4.5
95.64.167.46, Amplification: 1.875
95.183.125.18, Amplification: 4.125
95.30.216.186, Amplification: 4.125
95.179.250.137, Amplification: 1.875
95.179.222.54, Amplification: 3.5625
95.179.254.178, Amplification: 1.875
95.179.143.35, Amplification: 1.875
95.179.193.65, Amplification: 1.875
95.171.122.83, Amplification: 6.125
95.188.67.171, Amplification: 4.125
95.171.117.98, Amplification: 6.125
95.172.52.114, Amplification: 1.875
95.47.59.113, Amplification: 6.125
95.178.112.47, Amplification: 1.875
95.183.46.13, Amplification: 6.75
95.181.244.236, Amplification: 4.5
95.46.6.43, Amplification: 8.96875
95.188.83.19, Amplification: 8.46875
97.68.173.14, Amplification: 1.875
95.31.43.164, Amplification: 6.75
95.165.166.162, Amplification: 4.5
95.181.143.185, Amplification: 6.75
95.160.8.158, Amplification: 13.375
95.172.87.14, Amplification: 1.875
95.47.146.28, Amplification: 6.75
95.181.49.102, Amplification: 11.5
95.31.40.207, Amplification: 7.25
95.213.157.165, Amplification: 1.875
95.174.99.75, Amplification: 4.5
95.173.162.85, Amplification: 1.875
95.181.138.93, Amplification: 6.75
95.31.251.149, Amplification: 6.75
96.90.233.5, Amplification: 1.875
95.179.217.24, Amplification: 1.875
95.174.101.212, Amplification: 6.75
95.174.108.33, Amplification: 6.75
97.68.128.90, Amplification: 15.5
95.209.148.227, Amplification: 1.875
95.173.162.75, Amplification: 1.875
95.173.162.118, Amplification: 1.875
95.173.162.124, Amplification: 1.875
95.173.162.111, Amplification: 1.875
95.166.165.146, Amplification: 1.875
95.174.100.99, Amplification: 15.375
95.168.195.130, Amplification: 1.875
95.143.181.67, Amplification: 4.5
95.168.176.207, Amplification: 1.875
95.166.140.250, Amplification: 1.875
95.168.224.139, Amplification: 14.875
95.165.255.106, Amplification: 13.375
95.165.31.212, Amplification: 1.875
95.181.52.62, Amplification: 4.5
95.165.160.110, Amplification: 1.875
95.167.150.28, Amplification: 3.5
95.165.166.64, Amplification: 14.875
95.165.29.219, Amplification: 6.75
95.161.228.110, Amplification: 4.5
95.189.105.37, Amplification: 4.5
95.165.192.206, Amplification: 1.875
95.165.158.193, Amplification: 5.125
95.161.183.234, Amplification: 1.875
95.164.65.17, Amplification: 1.875
95.172.150.10, Amplification: 4.5
95.165.12.86, Amplification: 1.875
95.167.16.237, Amplification: 12.25
95.170.153.38, Amplification: 4.5
95.215.230.195, Amplification: 4.5
95.160.117.153, Amplification: 8.875
95.160.117.90, Amplification: 14.375
95.163.96.66, Amplification: 1.875
95.163.11.192, Amplification: 6.75
95.165.107.232, Amplification: 4.125
95.164.66.78, Amplification: 6.125
95.160.16.250, Amplification: 1.875
95.160.116.34, Amplification: 4.125
95.158.146.166, Amplification: 1.875
95.158.128.2, Amplification: 1.875
95.30.250.69, Amplification: 4.125
95.158.188.226, Amplification: 8.875
95.158.6.154, Amplification: 5.25
95.160.116.6, Amplification: 14.375
95.165.230.26, Amplification: 14.375
95.165.146.162, Amplification: 1.875
95.157.69.2, Amplification: 1.875
95.160.230.148, Amplification: 14.875
95.165.45.118, Amplification: 4.125
95.161.166.46, Amplification: 13.875
95.167.29.50, Amplification: 4.5
95.174.111.27, Amplification: 7.25
95.167.147.135, Amplification: 11.5
95.160.116.42, Amplification: 9.375
95.167.8.122, Amplification: 4.5
95.171.11.125, Amplification: 6.75
95.160.31.126, Amplification: 1.875
95.158.129.2, Amplification: 1.875
95.164.65.243, Amplification: 1.875
95.160.121.26, Amplification: 1.875
95.160.116.234, Amplification: 13.875
95.157.76.5, Amplification: 1.875
95.165.200.74, Amplification: 6.75
95.160.116.38, Amplification: 8.96875
95.161.198.130, Amplification: 13.875
95.172.55.54, Amplification: 4.125
95.157.23.121, Amplification: 4.125
95.182.107.243, Amplification: 4.5
95.158.170.43, Amplification: 14.375
95.129.56.168, Amplification: 7.25
95.158.68.162, Amplification: 13.375
95.156.4.114, Amplification: 1.875
95.142.165.105, Amplification: 9.625
95.177.176.8, Amplification: 1.875
95.174.97.128, Amplification: 6.75
95.111.255.109, Amplification: 1.875
95.160.19.158, Amplification: 12.875
95.160.117.47, Amplification: 15.375
95.174.97.182, Amplification: 8.75
95.141.23.145, Amplification: 8.875
95.165.192.190, Amplification: 4.125
95.168.210.20, Amplification: 1.875
95.165.134.141, Amplification: 4.125
95.172.58.109, Amplification: 2.4375
95.160.118.11, Amplification: 14.875
95.160.59.153, Amplification: 8.46875
95.141.40.109, Amplification: 1.875
95.143.242.138, Amplification: 1.875
95.141.82.202, Amplification: 1.875
95.165.90.159, Amplification: 4.625
95.154.172.66, Amplification: 6.75
95.165.166.254, Amplification: 4.625
95.143.13.183, Amplification: 4.5
95.171.117.141, Amplification: 11.875
95.160.116.110, Amplification: 14.375
95.171.21.182, Amplification: 4.5
95.140.3.32, Amplification: 9.625
95.140.112.5, Amplification: 8.875
95.138.211.251, Amplification: 6.125
95.158.37.247, Amplification: 6.125
95.160.237.97, Amplification: 14.875
95.128.72.180, Amplification: 1.875
95.128.47.129, Amplification: 1.875
95.165.167.48, Amplification: 1.875
95.131.149.27, Amplification: 6.75
95.163.155.141, Amplification: 4.5
95.165.154.182, Amplification: 8.875
95.158.170.246, Amplification: 4.125
95.124.255.217, Amplification: 1.875
95.140.36.69, Amplification: 14.375
95.104.194.3, Amplification: 1.875
95.154.83.233, Amplification: 8.75
95.154.91.146, Amplification: 10.6875
95.105.45.195, Amplification: 4.125
94.73.241.165, Amplification: 8.75
94.73.156.77, Amplification: 1.875
95.160.31.73, Amplification: 13.375
95.154.89.159, Amplification: 8.75
95.154.88.72, Amplification: 8.75
95.111.252.225, Amplification: 1.875
95.129.137.3, Amplification: 12.25
95.154.66.69, Amplification: 8.75
95.111.247.213, Amplification: 4.125
95.111.255.50, Amplification: 1.875
95.154.65.3, Amplification: 8.75
95.111.252.8, Amplification: 1.875
95.142.88.177, Amplification: 8.75
95.111.252.104, Amplification: 1.875
95.111.248.242, Amplification: 1.875
95.111.228.153, Amplification: 1.875
95.111.234.149, Amplification: 1.875
95.140.203.92, Amplification: 1.875
95.111.239.88, Amplification: 1.875
95.111.226.67, Amplification: 1.875
95.130.131.14, Amplification: 4.75
95.111.231.0, Amplification: 1.875
95.110.235.12, Amplification: 9.625
95.130.177.82, Amplification: 8.75
95.161.181.66, Amplification: 4.125
95.138.213.145, Amplification: 6.125
95.110.180.181, Amplification: 1.875
95.165.166.215, Amplification: 4.125
95.142.89.109, Amplification: 8.75
95.110.166.62, Amplification: 1.875
95.110.208.189, Amplification: 1.875
95.110.185.241, Amplification: 1.875
95.110.185.167, Amplification: 1.875
94.43.233.190, Amplification: 1.875
95.110.191.26, Amplification: 1.875
95.124.242.189, Amplification: 1.875
95.142.87.24, Amplification: 8.75
95.154.88.78, Amplification: 4.5
95.154.180.65, Amplification: 6.75
95.124.247.99, Amplification: 1.875
95.154.178.63, Amplification: 16.5
95.154.145.151, Amplification: 4.625
95.154.107.77, Amplification: 15.0
95.110.135.8, Amplification: 1.875
94.243.131.250, Amplification: 6.125
94.237.98.149, Amplification: 1.875
95.110.133.36, Amplification: 1.875
95.110.132.25, Amplification: 1.875
94.243.137.170, Amplification: 9.625
95.154.72.219, Amplification: 6.125
94.76.213.217, Amplification: 9.625
94.76.219.33, Amplification: 9.625
95.110.131.72, Amplification: 1.875
95.110.134.114, Amplification: 1.875
94.76.203.216, Amplification: 1.875
95.124.247.117, Amplification: 1.875
95.128.142.215, Amplification: 14.375
94.76.206.195, Amplification: 9.625
95.124.244.157, Amplification: 1.875
95.124.250.120, Amplification: 1.875
95.124.243.180, Amplification: 1.875
95.124.243.178, Amplification: 1.875
94.76.147.129, Amplification: 4.125
95.124.251.84, Amplification: 1.875
95.124.247.206, Amplification: 1.875
95.154.177.12, Amplification: 16.5
95.124.255.221, Amplification: 1.875
95.124.247.123, Amplification: 1.875
94.75.110.66, Amplification: 6.625
94.75.116.234, Amplification: 1.875
94.75.71.1, Amplification: 8.875
94.97.248.221, Amplification: 1.875
95.124.243.142, Amplification: 1.875
95.154.110.86, Amplification: 6.75
95.174.99.86, Amplification: 11.5
95.129.147.156, Amplification: 13.375
94.77.249.119, Amplification: 5.0
95.105.89.33, Amplification: 1.875
95.104.126.235, Amplification: 8.875
94.73.166.124, Amplification: 1.875
95.124.244.159, Amplification: 1.875
95.128.184.40, Amplification: 1.875
94.73.156.76, Amplification: 1.875
95.154.79.17, Amplification: 6.125
95.154.72.135, Amplification: 6.75
95.124.243.169, Amplification: 1.875
94.70.248.217, Amplification: 1.875
94.46.175.93, Amplification: 1.875
94.72.61.194, Amplification: 1.875
94.72.28.16, Amplification: 1.875
94.73.231.219, Amplification: 8.75
94.46.21.66, Amplification: 1.875
94.70.174.128, Amplification: 15.375
94.232.224.101, Amplification: 14.875
94.73.223.67, Amplification: 8.75
95.105.89.28, Amplification: 1.875
94.73.216.61, Amplification: 8.75
94.72.27.82, Amplification: 1.875
94.70.197.123, Amplification: 1.875
94.70.224.14, Amplification: 1.875
94.23.205.212, Amplification: 4.125
94.45.222.178, Amplification: 6.125
94.42.123.189, Amplification: 1.875
94.45.222.195, Amplification: 7.75
94.70.151.150, Amplification: 1.875
94.70.234.1, Amplification: 2.3125
94.30.107.40, Amplification: 9.625
94.45.4.130, Amplification: 8.75
94.65.208.118, Amplification: 1.875
94.61.250.150, Amplification: 1.875
94.32.106.53, Amplification: 9.625
95.111.230.53, Amplification: 1.875
94.68.84.250, Amplification: 1.875
95.154.100.76, Amplification: 6.125
94.41.108.33, Amplification: 1.875
94.43.11.23, Amplification: 9.625
94.26.57.108, Amplification: 1.875
94.30.76.241, Amplification: 1.875
94.41.86.120, Amplification: 1.875
94.29.75.49, Amplification: 1.875
95.154.80.145, Amplification: 13.875
94.73.245.203, Amplification: 15.5
94.30.9.110, Amplification: 1.875
94.249.192.20, Amplification: 1.875
95.143.12.246, Amplification: 5.25
94.247.43.254, Amplification: 1.875
94.70.86.230, Amplification: 14.375
94.41.208.63, Amplification: 1.875
95.154.110.85, Amplification: 15.5
94.248.223.4, Amplification: 15.375
94.43.92.30, Amplification: 4.125
94.253.9.221, Amplification: 4.5
94.255.145.226, Amplification: 1.875
94.253.13.82, Amplification: 6.75
94.253.15.114, Amplification: 4.125
94.247.12.181, Amplification: 1.875
94.253.12.232, Amplification: 4.125
94.253.12.85, Amplification: 4.5
94.66.237.222, Amplification: 14.875
94.250.251.67, Amplification: 4.5
94.29.72.176, Amplification: 8.875
94.75.72.66, Amplification: 13.875
94.242.59.85, Amplification: 6.25
94.237.26.166, Amplification: 1.875
94.247.208.90, Amplification: 8.25
95.131.75.219, Amplification: 8.75
94.247.210.12, Amplification: 8.25
94.255.12.186, Amplification: 4.5
95.110.134.132, Amplification: 1.875
94.24.54.252, Amplification: 4.5
94.241.90.71, Amplification: 12.875
95.124.250.121, Amplification: 1.875
94.198.53.93, Amplification: 4.5
94.26.53.141, Amplification: 1.875
94.236.164.81, Amplification: 1.875
94.155.153.60, Amplification: 12.875
95.0.124.163, Amplification: 1.875
94.31.182.8, Amplification: 4.5
95.105.89.98, Amplification: 1.875
94.73.156.78, Amplification: 1.875
95.128.137.166, Amplification: 6.125
94.26.216.143, Amplification: 2.4375
95.105.88.58, Amplification: 1.875
94.190.213.131, Amplification: 1.875
94.140.15.15, Amplification: 1.875
94.231.251.5, Amplification: 1.875
94.240.35.102, Amplification: 1.875
94.232.216.113, Amplification: 6.125
94.233.106.90, Amplification: 12.25
94.23.74.185, Amplification: 9.625
94.243.220.6, Amplification: 15.75
94.232.216.217, Amplification: 6.125
94.23.83.55, Amplification: 1.875
94.23.46.101, Amplification: 1.875
94.233.27.82, Amplification: 6.125
94.23.53.47, Amplification: 9.625
94.232.57.6, Amplification: 4.5
94.232.62.169, Amplification: 6.75
94.45.223.62, Amplification: 8.75
94.23.250.38, Amplification: 9.625
94.23.249.88, Amplification: 1.875
94.230.190.226, Amplification: 8.875
94.243.219.86, Amplification: 8.75
94.70.200.90, Amplification: 1.875
94.230.190.34, Amplification: 1.875
94.23.203.211, Amplification: 9.625
94.23.163.114, Amplification: 1.875
94.23.16.185, Amplification: 1.875
94.41.108.130, Amplification: 4.5
94.232.62.190, Amplification: 11.5
94.26.193.185, Amplification: 3.3125
94.233.73.10, Amplification: 6.75
94.231.61.4, Amplification: 6.125
94.24.235.114, Amplification: 6.75
95.110.255.35, Amplification: 4.125
94.230.140.123, Amplification: 4.5
94.102.156.252, Amplification: 1.875
95.154.78.70, Amplification: 8.75
94.231.182.155, Amplification: 14.375
94.229.82.193, Amplification: 1.875
94.21.91.189, Amplification: 6.125
94.21.91.28, Amplification: 8.875
94.97.253.127, Amplification: 2.8125
94.228.207.117, Amplification: 8.25
94.21.243.35, Amplification: 1.875
94.228.122.3, Amplification: 1.875
94.21.243.250, Amplification: 1.875
94.230.241.186, Amplification: 9.625
94.26.2.74, Amplification: 1.875
94.209.111.121, Amplification: 4.125
94.228.198.137, Amplification: 8.25
94.21.228.198, Amplification: 1.875
94.233.71.8, Amplification: 13.375
94.228.198.76, Amplification: 6.75
94.179.147.10, Amplification: 4.625
94.199.193.138, Amplification: 6.125
94.237.80.141, Amplification: 1.875
94.232.217.81, Amplification: 9.625
93.91.119.90, Amplification: 6.75
94.185.74.136, Amplification: 9.625
94.232.24.10, Amplification: 4.5
94.199.109.170, Amplification: 4.5
94.187.158.243, Amplification: 4.125
94.198.55.64, Amplification: 1.875
94.190.206.66, Amplification: 8.875
94.177.254.83, Amplification: 1.875
94.20.142.202, Amplification: 1.875
94.20.20.20, Amplification: 1.875
94.199.73.114, Amplification: 1.875
94.177.240.27, Amplification: 1.875
94.190.187.19, Amplification: 4.125
94.16.119.109, Amplification: 1.875
94.18.210.70, Amplification: 1.875
